Date,Mean of error,SD of error
2017-06-12,962.89,1047.5
2017-06-19,962.89,1047.5
2017-06-26,962.89,1047.5
2017-07-03,949.64,1002.24
2017-07-10,949.64,1002.24
2017-07-17,949.64,1002.24
2017-07-24,949.64,1002.24
2017-07-31,992.61,1044.17
2017-08-07,992.61,1044.17
2017-08-14,992.61,1044.17
2017-08-21,992.61,1044.17
2017-08-28,1008.18,1038.67
2017-09-04,1008.18,1038.67
2017-09-11,1008.18,1038.67
2017-09-18,1008.18,1038.67
2017-09-25,1073.48,1025.49
2017-10-02,1073.48,1025.49
2017-10-09,1073.48,1025.49
2017-10-16,1073.48,1025.49
2017-10-23,1069.61,996.04
2017-10-30,1069.61,996.04
2017-11-06,1069.61,996.04
2017-11-13,1069.61,996.04
2017-11-20,1054.96,985.21
2017-11-27,1054.96,985.21
2017-12-04,1054.96,985.21
2017-12-11,1054.96,985.21
2017-12-18,1079.96,971.3
2017-12-25,1079.96,971.3
2018-01-01,1079.96,971.3
2018-01-08,1079.96,971.3
2018-01-15,1079.08,966.67
2018-01-22,1079.08,966.67
2018-01-29,1079.08,966.67
2018-02-05,1079.08,966.67
2018-02-12,1077.14,871.79
2018-02-19,1077.14,871.79
2018-02-26,1077.14,871.79
2018-03-05,1077.14,871.79
2018-03-12,1084.16,912.67
2018-03-19,1084.16,912.67
2018-03-26,1084.16,912.67
2018-04-02,1084.16,912.67
2018-04-09,1079.55,903.67
2018-04-16,1079.55,903.67
2018-04-23,1079.55,903.67
2018-04-30,1079.55,903.67
2018-05-07,1076.3,895.0
2018-05-14,1076.3,895.0
2018-05-21,1076.3,895.0
2018-05-28,1076.3,895.0
2018-06-04,1086.85,897.0
2018-06-11,1086.85,897.0
2018-06-18,1086.85,897.0
2018-06-25,1086.85,897.0
2018-07-02,1081.46,893.28
2018-07-09,1081.46,893.28
2018-07-16,1081.46,893.28
2018-07-23,1081.46,893.28
2018-07-30,1078.71,890.64
2018-08-06,1078.71,890.64
2018-08-13,1078.71,890.64
2018-08-20,1078.71,890.64
2018-08-27,1097.74,887.62
2018-09-03,1097.74,887.62
2018-09-10,1097.74,887.62
2018-09-17,1097.74,887.62
2018-09-24,1101.79,884.56
2018-10-01,1101.79,884.56
2018-10-08,1101.79,884.56
2018-10-15,1101.79,884.56
2018-10-22,1094.88,890.33
2018-10-29,1094.88,890.33
2018-11-05,1094.88,890.33
2018-11-12,1094.88,890.33
2018-11-19,1084.91,890.05
2018-11-26,1084.91,890.05
2018-12-03,1084.91,890.05
2018-12-10,1084.91,890.05
2018-12-17,1092.19,883.48
2018-12-24,1092.19,883.48
2018-12-31,1092.19,883.48
2019-01-07,1092.19,883.48
2019-01-14,1069.31,876.04
2019-01-21,1069.31,876.04
2019-01-28,1069.31,876.04
2019-02-04,1069.31,876.04
2019-02-11,1067.81,866.8
2019-02-18,1067.81,866.8
2019-02-25,1067.81,866.8
2019-03-04,1067.81,866.8
2019-03-11,1064.33,862.4
2019-03-18,1064.33,862.4
2019-03-25,1064.33,862.4
2019-04-01,1064.33,862.4
2019-04-08,1061.3,867.6
2019-04-15,1061.3,867.6
2019-04-22,1061.3,867.6
2019-04-29,1061.3,867.6
2019-05-06,1030.6,846.77
2019-05-13,1030.6,846.77
2019-05-20,1030.6,846.77
2019-05-27,1030.6,846.77
2019-06-03,1036.86,843.64
2019-06-10,1036.86,843.64
2019-06-17,1036.86,843.64
2019-06-24,1036.86,843.64
2019-07-01,1041.65,820.05
2019-07-08,1041.65,820.05
2019-07-15,1041.65,820.05
2019-07-22,1041.65,820.05
2019-07-29,1042.85,824.82
2019-08-05,1042.85,824.82
2019-08-12,1042.85,824.82
2019-08-19,1042.85,824.82
2019-08-26,1008.63,810.66
2019-09-02,1008.63,810.66
2019-09-09,1008.63,810.66
2019-09-16,1008.63,810.66
2019-09-23,957.91,761.55
2019-09-30,957.91,761.55
2019-10-07,957.91,761.55
2019-10-14,957.91,761.55
2019-10-21,918.88,735.01
2019-10-28,918.88,735.01
2019-11-04,918.88,735.01
2019-11-11,918.88,735.01
2019-11-18,911.28,742.2
2019-11-25,911.28,742.2
2019-12-02,911.28,742.2
2019-12-09,911.28,742.2
2019-12-16,919.48,743.38
2019-12-23,919.48,743.38
2019-12-30,919.48,743.38
2020-01-06,919.48,743.38
2020-01-13,909.66,748.28
2020-01-20,909.66,748.28
2020-01-27,909.66,748.28
2020-02-03,909.66,748.28
2020-02-10,897.07,748.75
2020-02-17,897.07,748.75
2020-02-24,897.07,748.75
2020-03-02,897.07,748.75
2020-03-09,935.04,826.81
2020-03-16,935.04,826.81
2020-03-23,935.04,826.81
2020-03-30,935.04,826.81
2020-04-06,941.65,824.8
2020-04-13,941.65,824.8
2020-04-20,941.65,824.8
2020-04-27,941.65,824.8
2020-05-04,937.05,823.33
2020-05-11,937.05,823.33
2020-05-18,937.05,823.33
2020-05-25,937.05,823.33
2020-06-01,937.05,834.42
2020-06-08,937.05,834.42
2020-06-15,937.05,834.42
2020-06-22,937.05,834.42
2020-06-29,948.02,829.56
2020-07-06,948.02,829.56
2020-07-13,948.02,829.56
2020-07-20,948.02,829.56
2020-07-27,940.94,824.86
2020-08-03,940.94,824.86
2020-08-10,940.94,824.86
2020-08-17,940.94,824.86
2020-08-24,932.44,821.2
2020-08-31,932.44,821.2
2020-09-07,932.44,821.2
2020-09-14,932.44,821.2
2020-09-21,933.66,817.78
2020-09-28,933.66,817.78
2020-10-05,933.66,817.78
2020-10-12,933.66,817.78
2020-10-19,942.29,816.02
2020-10-26,942.29,816.02
2020-11-02,942.29,816.02
